director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
Jonathan Liebesman,Edgar Ramírez,Action Adventure Fantasy,Liam Neeson,Wrath of the Titans,Lily James,Jonathan Liebesman Edgar Ramírez Action Adventure Fantasy Liam Neeson Lily James
Tim Burton,Chloë Grace Moretz,Comedy Fantasy Horror,Johnny Depp,Dark Shadows,Christopher Lee,Tim Burton Chloë Grace Moretz Comedy Fantasy Horror Johnny Depp Christopher Lee
Christopher McQuarrie,Jeremy Renner,Action Adventure Thriller,Tom Cruise,Mission: Impossible - Rogue Nation,Sean Harris,Christopher McQuarrie Jeremy Renner Action Adventure Thriller Tom Cruise Sean Harris
Joe Johnston,Simon Merrells,Drama Fantasy Horror Thriller,Anthony Hopkins,The Wolfman,Art Malik,Joe Johnston Simon Merrells Drama Fantasy Horror Thriller Anthony Hopkins Art Malik
David Yates,Alexander Skarsgård,Action Adventure Drama Romance,Christoph Waltz,The Legend of Tarzan,Casper Crump,David Yates Alexander Skarsgård Action Adventure Drama Romance Christoph Waltz Casper Crump
Steve Hickner,Oprah Winfrey,Adventure Animation Comedy Family,Matthew Broderick,Bee Movie,Rip Torn,Steve Hickner Oprah Winfrey Adventure Animation Comedy Family Matthew Broderick Rip Torn
Jennifer Yuh Nelson,Gary Oldman,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Kung Fu Panda 2,Mike Bell,Jennifer Yuh Nelson Gary Oldman Action Adventure Animation Comedy Family Angelina Jolie Pitt Mike Bell
M. Night Shyamalan,Noah Ringer,Action Adventure Family Fantasy,Seychelle Gabriel,The Last Airbender,Aasif Mandvi,M. Night Shyamalan Noah Ringer Action Adventure Family Fantasy Seychelle Gabriel Aasif Mandvi
J.J. Abrams,Tom Cruise,Action Adventure Thriller,Philip Seymour Hoffman,Mission: Impossible III,Eddie Marsan,J.J. Abrams Tom Cruise Action Adventure Thriller Philip Seymour Hoffman Eddie Marsan
Roland Emmerich,Jake Weber,Action Drama Thriller,Channing Tatum,White House Down,Matt Craven,Roland Emmerich Jake Weber Action Drama Thriller Channing Tatum Matt Craven
Simon Wells,Dan Fogler,Action Adventure Animation Comedy Family Sci-Fi,Elisabeth Harnois,Mars Needs Moms,Tom Everett Scott,Simon Wells Dan Fogler Action Adventure Animation Comedy Family Sci-Fi Elisabeth Harnois Tom Everett Scott
David Bowers,Kate Winslet,Adventure Animation Comedy Family,Hugh Jackman,Flushed Away,David Suchet,David Bowers Kate Winslet Adventure Animation Comedy Family Hugh Jackman David Suchet
Joe Wright,Cara Delevingne,Adventure Family Fantasy,Hugh Jackman,Pan,Nonso Anozie,Joe Wright Cara Delevingne Adventure Family Fantasy Hugh Jackman Nonso Anozie
Rob Minkoff,Zach Callison,Adventure Animation Comedy Family Sci-Fi,Ty Burrell,Mr. Peabody & Sherman,Karan Brar,Rob Minkoff Zach Callison Adventure Animation Comedy Family Sci-Fi Ty Burrell Karan Brar
Wolfgang Petersen,Orlando Bloom,Adventure,Brad Pitt,Troy,Julian Glover,Wolfgang Petersen Orlando Bloom Adventure Brad Pitt Julian Glover
Eric Darnell,Martin Short,Adventure Animation Comedy Family,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted,Cedric the Entertainer,Eric Darnell Martin Short Adventure Animation Comedy Family Jada Pinkett Smith Cedric the Entertainer
Lee Tamahori,Colin Salmon,Action Adventure Thriller,Toby Stephens,Die Another Day,Rick Yune,Lee Tamahori Colin Salmon Action Adventure Thriller Toby Stephens Rick Yune
Paul Feig,Kate McKinnon,Action Comedy Fantasy Sci-Fi,Ed Begley Jr.,Ghostbusters,Zach Woods,Paul Feig Kate McKinnon Action Comedy Fantasy Sci-Fi Ed Begley Jr. Zach Woods
Michael Bay,Steve Buscemi,Action Adventure Sci-Fi Thriller,Bruce Willis,Armageddon,Will Patton,Michael Bay Steve Buscemi Action Adventure Sci-Fi Thriller Bruce Willis Will Patton
Barry Sonnenfeld,Rosario Dawson,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith,Men in Black II,Rip Torn,Barry Sonnenfeld Rosario Dawson Action Adventure Comedy Family Fantasy Mystery Sci-Fi Will Smith Rip Torn
Robert Zemeckis,Anthony Hopkins,Action Adventure Animation Fantasy,Robin Wright,Beowulf,Sebastian Roché,Robert Zemeckis Anthony Hopkins Action Adventure Animation Fantasy Robin Wright Sebastian Roché
Alessandro Carloni,Angelina Jolie Pitt,Action Adventure Animation Comedy Family,J.K. Simmons,Kung Fu Panda 3,Wayne Knight,Alessandro Carloni Angelina Jolie Pitt Action Adventure Animation Comedy Family J.K. Simmons Wayne Knight
Brad Bird,Jeremy Renner,Action Adventure Thriller,Tom Cruise,Mission: Impossible - Ghost Protocol,Michael Nyqvist,Brad Bird Jeremy Renner Action Adventure Thriller Tom Cruise Michael Nyqvist
Peter Ramsey,Kamil McFadden,Adventure Animation Family Fantasy,Hugh Jackman,Rise of the Guardians,Khamani Griffin,Peter Ramsey Kamil McFadden Adventure Animation Family Fantasy Hugh Jackman Khamani Griffin
Dean Parisot,Richard Burgi,Comedy Crime,John Michael Higgins,Fun with Dick and Jane,David Herman,Dean Parisot Richard Burgi Comedy Crime John Michael Higgins David Herman
Edward Zwick,Tony Goldwyn,Action Drama History War,Tom Cruise,The Last Samurai,Chad Lindberg,Edward Zwick Tony Goldwyn Action Drama History War Tom Cruise Chad Lindberg
Ridley Scott,María Valverde,Action Adventure Drama,Christian Bale,Exodus: Gods and Kings,Ben Mendelsohn,Ridley Scott María Valverde Action Adventure Drama Christian Bale Ben Mendelsohn
J.J. Abrams,Leonard Nimoy,Action Adventure Sci-Fi,Chris Hemsworth,Star Trek,Bruce Greenwood,J.J. Abrams Leonard Nimoy Action Adventure Sci-Fi Chris Hemsworth Bruce Greenwood
Sam Raimi,James Franco,Action Adventure Fantasy Romance,J.K. Simmons,Spider-Man,Kirsten Dunst,Sam Raimi James Franco Action Adventure Fantasy Romance J.K. Simmons Kirsten Dunst
Dean DeBlois,Djimon Hounsou,Action Adventure Animation Comedy Family Fantasy,Gerard Butler,How to Train Your Dragon 2,America Ferrera,Dean DeBlois Djimon Hounsou Action Adventure Animation Comedy Family Fantasy Gerard Butler America Ferrera
Alex Proyas,Elodie Yung,Action Adventure Fantasy,Gerard Butler,Gods of Egypt,Bryan Brown,Alex Proyas Elodie Yung Action Adventure Fantasy Gerard Butler Bryan Brown
Rob Cohen,Joe Morton,Action Adventure Sci-Fi Thriller,Sam Shepard,Stealth,Richard Roxburgh,Rob Cohen Joe Morton Action Adventure Sci-Fi Thriller Sam Shepard Richard Roxburgh
Zack Snyder,Billy Crudup,Action Drama Mystery Sci-Fi,Matt Frewer,Watchmen,Stephen McHattie,Zack Snyder Billy Crudup Action Drama Mystery Sci-Fi Matt Frewer Stephen McHattie
Richard Donner,Rene Russo,Action Crime Thriller,Jet Li,Lethal Weapon 4,Darlene Love,Richard Donner Rene Russo Action Crime Thriller Jet Li Darlene Love
Ang Lee,Regi Davis,Action Sci-Fi,Kevin Rankin,Hulk,Celia Weston,Ang Lee Regi Davis Action Sci-Fi Kevin Rankin Celia Weston
Jon M. Chu,Dwayne Johnson,Action Adventure Sci-Fi Thriller,Channing Tatum,G.I. Joe: Retaliation,Elodie Yung,Jon M. Chu Dwayne Johnson Action Adventure Sci-Fi Thriller Channing Tatum Elodie Yung
Breck Eisner,Rainn Wilson,Action Adventure Comedy Thriller,Matthew McConaughey,Sahara,Delroy Lindo,Breck Eisner Rainn Wilson Action Adventure Comedy Thriller Matthew McConaughey Delroy Lindo
Hironobu Sakaguchi,Ming-Na Wen,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi,Final Fantasy: The Spirits Within,Jean Simmons,Hironobu Sakaguchi Ming-Na Wen Action Adventure Animation Fantasy Romance Sci-Fi Steve Buscemi Jean Simmons
Joe Johnston,Dominic Cooper,Action Adventure Sci-Fi,Chris Evans,Captain America: The First Avenger,Hayley Atwell,Joe Johnston Dominic Cooper Action Adventure Sci-Fi Chris Evans Hayley Atwell
Michael Apted,Maria Grazia Cucinotta,Action Adventure Thriller,Colin Salmon,The World Is Not Enough,Desmond Llewelyn,Michael Apted Maria Grazia Cucinotta Action Adventure Thriller Colin Salmon Desmond Llewelyn
Peter Weir,Lee Ingleby,Action Adventure Drama History War,James D'Arcy,Master and Commander: The Far Side of the World,David Threlfall,Peter Weir Lee Ingleby Action Adventure Drama History War James D'Arcy David Threlfall
Bill Condon,Kristen Stewart,Adventure Drama Fantasy Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,Taylor Lautner,Bill Condon Kristen Stewart Adventure Drama Fantasy Romance Robert Pattinson Taylor Lautner
George Miller,Brad Pitt,Animation Comedy Family Musical,Robin Williams,Happy Feet 2,Common,George Miller Brad Pitt Animation Comedy Family Musical Robin Williams Common
Louis Leterrier,Peter Mensah,Action Adventure Sci-Fi,Ty Burrell,The Incredible Hulk,William Hurt,Louis Leterrier Peter Mensah Action Adventure Sci-Fi Ty Burrell William Hurt
Steven Spielberg,Penelope Wilton,Adventure Family Fantasy,Mark Rylance,The BFG,Rafe Spall,Steven Spielberg Penelope Wilton Adventure Family Fantasy Mark Rylance Rafe Spall
Alejandro G. Iñárritu,Tom Hardy,Adventure Drama Thriller Western,Leonardo DiCaprio,The Revenant,Lukas Haas,Alejandro G. Iñárritu Tom Hardy Adventure Drama Thriller Western Leonardo DiCaprio Lukas Haas
David Soren,Snoop Dogg,Adventure Animation Comedy Family Sport,Ryan Reynolds,Turbo,Ben Schwartz,David Soren Snoop Dogg Adventure Animation Comedy Family Sport Ryan Reynolds Ben Schwartz
Gore Verbinski,Ray Winstone,Adventure Animation Comedy Family Western,Johnny Depp,Rango,Stephen Root,Gore Verbinski Ray Winstone Adventure Animation Comedy Family Western Johnny Depp Stephen Root
Eric Darnell,Annet Mahendru,Adventure Animation Comedy Family,Benedict Cumberbatch,Penguins of Madagascar,Andy Richter,Eric Darnell Annet Mahendru Adventure Animation Comedy Family Benedict Cumberbatch Andy Richter
Paul Greengrass,Edgar Ramírez,Action Mystery Thriller,Matt Damon,The Bourne Ultimatum,Albert Finney,Paul Greengrass Edgar Ramírez Action Mystery Thriller Matt Damon Albert Finney
Mark Osborne,Wayne Knight,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Kung Fu Panda,Dan Fogler,Mark Osborne Wayne Knight Action Adventure Animation Comedy Family Angelina Jolie Pitt Dan Fogler
Peyton Reed,Hayley Atwell,Action Adventure Comedy Sci-Fi,Judy Greer,Ant-Man,T.I.,Peyton Reed Hayley Atwell Action Adventure Comedy Sci-Fi Judy Greer T.I.
Francis Lawrence,Josh Hutcherson,Adventure Sci-Fi Thriller,Jennifer Lawrence,The Hunger Games: Catching Fire,Sandra Ellis Lafferty,Francis Lawrence Josh Hutcherson Adventure Sci-Fi Thriller Jennifer Lawrence Sandra Ellis Lafferty
Bill Condon,Kristen Stewart,Adventure Drama Fantasy Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,Taylor Lautner,Bill Condon Kristen Stewart Adventure Drama Fantasy Romance Robert Pattinson Taylor Lautner
Tim Johnson,Matt Jones,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,Home,April Winchell,Tim Johnson Matt Jones Adventure Animation Comedy Family Fantasy Sci-Fi Jim Parsons April Winchell
Steven Spielberg,Lisa Ann Walter,Adventure Sci-Fi Thriller,Tom Cruise,War of the Worlds,Rick Gonzalez,Steven Spielberg Lisa Ann Walter Adventure Sci-Fi Thriller Tom Cruise Rick Gonzalez
Michael Bay,Henry Rollins,Action Comedy Crime Thriller,Will Smith,Bad Boys II,Jordi Mollà,Michael Bay Henry Rollins Action Comedy Crime Thriller Will Smith Jordi Mollà
Chris Miller,Constance Marie,Action Adventure Animation Comedy Family Fantasy,Salma Hayek,Puss in Boots,Amy Sedaris,Chris Miller Constance Marie Action Adventure Animation Comedy Family Fantasy Salma Hayek Amy Sedaris
Phillip Noyce,Andre Braugher,Action Crime Mystery Thriller,Angelina Jolie Pitt,Salt,August Diehl,Phillip Noyce Andre Braugher Action Crime Mystery Thriller Angelina Jolie Pitt August Diehl
Darren Aronofsky,Emma Watson,Action Adventure Drama,Anthony Hopkins,Noah,Logan Lerman,Darren Aronofsky Emma Watson Action Adventure Drama Anthony Hopkins Logan Lerman
Steven Spielberg,Mackenzie Crook,Action Adventure Family Mystery,Toby Jones,The Adventures of Tintin,Tony Curran,Steven Spielberg Mackenzie Crook Action Adventure Family Mystery Toby Jones Tony Curran
Alfonso Cuarón,Gary Oldman,Adventure Family Fantasy Mystery,Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban,Rupert Grint,Alfonso Cuarón Gary Oldman Adventure Family Fantasy Mystery Daniel Radcliffe Rupert Grint
Baz Luhrmann,Bryan Brown,Adventure Drama Romance War,Essie Davis,Australia,Eddie Baroo,Baz Luhrmann Bryan Brown Adventure Drama Romance War Essie Davis Eddie Baroo
M. Night Shyamalan,Zoë Kravitz,Action Adventure Sci-Fi,Will Smith,After Earth,Glenn Morshower,M. Night Shyamalan Zoë Kravitz Action Adventure Sci-Fi Will Smith Glenn Morshower
Eric Leighton,D.B. Sweeney,Adventure Animation Family Thriller,Alfre Woodard,Dinosaur,Della Reese,Eric Leighton D.B. Sweeney Adventure Animation Family Thriller Alfre Woodard Della Reese
Matt Birch,Dave Legeno,Action Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part II,Ralph Ineson,Matt Birch Dave Legeno Action Fantasy Rupert Grint Ralph Ineson
Shawn Levy,Rami Malek,Adventure Comedy Family Fantasy,Robin Williams,Night at the Museum: Secret of the Tomb,Steve Coogan,Shawn Levy Rami Malek Adventure Comedy Family Fantasy Robin Williams Steve Coogan
Tom McGrath,Brad Pitt,Action Animation Comedy Family Sci-Fi,J.K. Simmons,Megamind,Will Ferrell,Tom McGrath Brad Pitt Action Animation Comedy Family Sci-Fi J.K. Simmons Will Ferrell
Chris Columbus,Fiona Shaw,Adventure Family Fantasy,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone,Verne Troyer,Chris Columbus Fiona Shaw Adventure Family Fantasy Daniel Radcliffe Verne Troyer
Robert Schwentke,Jeff Bridges,Action Comedy Fantasy,Ryan Reynolds,R.I.P.D.,Stephanie Szostak,Robert Schwentke Jeff Bridges Action Comedy Fantasy Ryan Reynolds Stephanie Szostak
Hideaki Anno,Shin'ya Tsukamoto,Action Adventure Drama Horror Sci-Fi,Mark Chinnery,Godzilla Resurgence,Atsuko Maeda,Hideaki Anno Shin'ya Tsukamoto Action Adventure Drama Horror Sci-Fi Mark Chinnery Atsuko Maeda
Gore Verbinski,Orlando Bloom,Action Adventure Fantasy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,Jack Davenport,Gore Verbinski Orlando Bloom Action Adventure Fantasy Johnny Depp Jack Davenport
Matt Birch,Toby Jones,Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part I,Alfred Enoch,Matt Birch Toby Jones Fantasy Rupert Grint Alfred Enoch
Francis Lawrence,Philip Seymour Hoffman,Adventure Sci-Fi Thriller,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1,Josh Hutcherson,Francis Lawrence Philip Seymour Hoffman Adventure Sci-Fi Thriller Jennifer Lawrence Josh Hutcherson
Ron Howard,Seth Gabel,Mystery Thriller,Tom Hanks,The Da Vinci Code,Jürgen Prochnow,Ron Howard Seth Gabel Mystery Thriller Tom Hanks Jürgen Prochnow
Carlos Saldanha,Rachel Crow,Adventure Animation Comedy Family Musical,Miguel Ferrer,Rio 2,Jeffrey Garcia,Carlos Saldanha Rachel Crow Adventure Animation Comedy Family Musical Miguel Ferrer Jeffrey Garcia
Bryan Singer,Bruce Davison,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,X-Men 2,Aaron Stanford,Bryan Singer Bruce Davison Action Adventure Fantasy Sci-Fi Thriller Hugh Jackman Aaron Stanford
Justin Lin,Vin Diesel,Action Crime Thriller,Paul Walker,Fast Five,Dwayne Johnson,Justin Lin Vin Diesel Action Crime Thriller Paul Walker Dwayne Johnson
Guy Ritchie,Eddie Marsan,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows,Paul Anderson,Guy Ritchie Eddie Marsan Action Adventure Crime Mystery Thriller Robert Downey Jr. Paul Anderson
Louis Leterrier,Jason Flemyng,Action Adventure Fantasy,Liam Neeson,Clash of the Titans,Alexa Davalos,Louis Leterrier Jason Flemyng Action Adventure Fantasy Liam Neeson Alexa Davalos
Paul Verhoeven,Rachel Ticotin,Action Sci-Fi,Ronny Cox,Total Recall,Marshall Bell,Paul Verhoeven Rachel Ticotin Action Sci-Fi Ronny Cox Marshall Bell
John McTiernan,Vladimir Kulich,Action Adventure History,Tony Curran,The 13th Warrior,Clive Russell,John McTiernan Vladimir Kulich Action Adventure History Tony Curran Clive Russell
Tony Gilroy,Scott Glenn,Action Adventure Thriller,Jeremy Renner,The Bourne Legacy,Stacy Keach,Tony Gilroy Scott Glenn Action Adventure Thriller Jeremy Renner Stacy Keach
Joel Schumacher,Vivica A. Fox,Action,Michael Gough,Batman & Robin,John Glover,Joel Schumacher Vivica A. Fox Action Michael Gough John Glover
Ron Howard,T.J. Thyne,Comedy Family Fantasy,Clint Howard,How the Grinch Stole Christmas,Molly Shannon,Ron Howard T.J. Thyne Comedy Family Fantasy Clint Howard Molly Shannon
Roland Emmerich,Dennis Quaid,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal,The Day After Tomorrow,Sela Ward,Roland Emmerich Dennis Quaid Action Adventure Sci-Fi Thriller Jake Gyllenhaal Sela Ward
John Woo,Dougray Scott,Action Adventure Thriller,Tom Cruise,Mission: Impossible II,Richard Roxburgh,John Woo Dougray Scott Action Adventure Thriller Tom Cruise Richard Roxburgh
Wolfgang Petersen,Mary Elizabeth Mastrantonio,Action Adventure Drama Thriller,Karen Allen,The Perfect Storm,Bob Gunton,Wolfgang Petersen Mary Elizabeth Mastrantonio Action Adventure Drama Thriller Karen Allen Bob Gunton
Tim Story,Ioan Gruffudd,Action Adventure Sci-Fi Thriller,Chris Evans,Fantastic 4: Rise of the Silver Surfer,Andre Braugher,Tim Story Ioan Gruffudd Action Adventure Sci-Fi Thriller Chris Evans Andre Braugher
Ang Lee,Rafe Spall,Adventure Drama Fantasy,Suraj Sharma,Life of Pi,Tabu,Ang Lee Rafe Spall Adventure Drama Fantasy Suraj Sharma Tabu
Mark Steven Johnson,Matt Long,Action Fantasy Thriller,Nicolas Cage,Ghost Rider,Peter Fonda,Mark Steven Johnson Matt Long Action Fantasy Thriller Nicolas Cage Peter Fonda
Paul Greengrass,Riz Ahmed,Action Thriller,Matt Damon,Jason Bourne,Ato Essandoh,Paul Greengrass Riz Ahmed Action Thriller Matt Damon Ato Essandoh
McG,Bernie Mac,Action Adventure Comedy Crime,Demi Moore,Charlie's Angels: Full Throttle,Justin Theroux,McG Bernie Mac Action Adventure Comedy Crime Demi Moore Justin Theroux
Ridley Scott,Charlize Theron,Adventure Mystery Sci-Fi,Michael Fassbender,Prometheus,Sean Harris,Ridley Scott Charlize Theron Adventure Mystery Sci-Fi Michael Fassbender Sean Harris
Rob Minkoff,Brad Garrett,Adventure Animation Comedy Family Fantasy,Nathan Lane,Stuart Little 2,Melanie Griffith,Rob Minkoff Brad Garrett Adventure Animation Comedy Family Fantasy Nathan Lane Melanie Griffith
Neill Blomkamp,Sharlto Copley,Action Drama Sci-Fi Thriller,Matt Damon,Elysium,Alice Braga,Neill Blomkamp Sharlto Copley Action Drama Sci-Fi Thriller Matt Damon Alice Braga
David Twohy,Alexa Davalos,Action Adventure Sci-Fi Thriller,Vin Diesel,The Chronicles of Riddick,Christina Cox,David Twohy Alexa Davalos Action Adventure Sci-Fi Thriller Vin Diesel Christina Cox
José Padilha,Abbie Cornish,Action Crime Sci-Fi Thriller,Gary Oldman,RoboCop,Jennifer Ehle,José Padilha Abbie Cornish Action Crime Sci-Fi Thriller Gary Oldman Jennifer Ehle
Lana Wachowski,Kick Gurry,Action Family Sport,Scott Porter,Speed Racer,Nicholas Elia,Lana Wachowski Kick Gurry Action Family Sport Scott Porter Nicholas Elia
James L. Brooks,Domenick Lombardozzi,Comedy Drama Romance,Shelley Conn,How Do You Know,Teyonah Parris,James L. Brooks Domenick Lombardozzi Comedy Drama Romance Shelley Conn Teyonah Parris
James Mangold,Marc Blucas,Action Comedy Romance,Tom Cruise,Knight and Day,Jordi Mollà,James Mangold Marc Blucas Action Comedy Romance Tom Cruise Jordi Mollà
Joseph Kosinski,Tom Cruise,Action Adventure Mystery Sci-Fi,Morgan Freeman,Oblivion,Zoë Bell,Joseph Kosinski Tom Cruise Action Adventure Mystery Sci-Fi Morgan Freeman Zoë Bell
George Lucas,Christopher Lee,Action Adventure Fantasy Sci-Fi,Natalie Portman,Star Wars: Episode III - Revenge of the Sith,Hayden Christensen,George Lucas Christopher Lee Action Adventure Fantasy Sci-Fi Natalie Portman Hayden Christensen
George Lucas,Christopher Lee,Action Adventure Fantasy Sci-Fi,Natalie Portman,Star Wars: Episode II - Attack of the Clones,Hayden Christensen,George Lucas Christopher Lee Action Adventure Fantasy Sci-Fi Natalie Portman Hayden Christensen
Pete Docter,John Ratzenberger,Adventure Animation Comedy Family Fantasy,Steve Buscemi,"Monsters, Inc.",James Coburn,Pete Docter John Ratzenberger Adventure Animation Comedy Family Fantasy Steve Buscemi James Coburn
